hostname,gaia_id,default_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rowupdate,pl_pubdate;
Kepler-1067,Gaia DR2 2106374557504930944,1,5592.00,63.05,-65.87,0,0.030,0.132,-0.172,0,[Fe/H],4.49,0.05,-0.14,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1067,Gaia DR2 2106374557504930944,1,5594.00,75.00,-83.00,0,0.160,0.150,-0.150,0,[Fe/H],4.49,0.04,-0.11,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2021-12-05,2022-02;
Kepler-1068,Gaia DR2 2128129876831370880,1,5806.00,123.65,-169.98,0,0.030,0.142,-0.176,0,[Fe/H],4.43,0.08,-0.18,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1069,Gaia DR2 2129215369685086080,1,5722.00,88.79,-104.94,0,0.040,0.140,-0.161,0,[Fe/H],4.46,0.06,-0.15,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-107,Gaia DR2 2086625752425381632,1,5854.00,61.00,-61.00,0,0.321,0.065,-0.065,0,[Fe/H],4.21,0.01,-0.01,0,3.6000,0.5000,-0.5000,0,20.30,3.30,-2.50,1,5.64,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-07-08,2019-02;
Kepler-107,Gaia DR2 2086625752425381632,1,5854.00,61.00,-61.00,0,0.321,0.065,-0.065,0,[Fe/H],4.21,0.01,-0.01,0,3.6000,0.5000,-0.5000,0,20.30,3.30,-2.50,1,5.64,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-07-08,2019-02;
Kepler-107,Gaia DR2 2086625752425381632,1,5854.00,61.00,-61.00,0,0.321,0.065,-0.065,0,[Fe/H],4.21,0.01,-0.01,0,3.6000,0.5000,-0.5000,0,20.30,3.30,-2.50,1,5.64,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-07-08,2019-02;
Kepler-107,Gaia DR2 2086625752425381632,1,5854.00,61.00,-61.00,0,0.321,0.065,-0.065,0,[Fe/H],4.21,0.01,-0.01,0,3.6000,0.5000,-0.5000,0,20.30,3.30,-2.50,1,5.64,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-07-08,2019-02;
Kepler-1070,Gaia DR2 2129064874031303936,1,6261.00,114.14,-114.36,0,0.030,0.132,-0.175,0,[Fe/H],4.27,0.11,-0.26,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1071,Gaia DR2 2126514556811478144,1,5215.00,78.36,-83.32,0,0.010,0.108,-0.113,0,[Fe/H],4.56,0.02,-0.03,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1072,Gaia DR2 2126806992544494720,1,6199.00,102.85,-123.19,0,0.070,0.129,-0.132,0,[Fe/H],4.27,0.12,-0.26,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1073,Gaia DR2 2052069201482198784,1,5792.00,252.91,-186.16,0,0.000,0.138,-0.171,0,[Fe/H],4.44,0.08,-0.15,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1073,Gaia DR2 2052069201482198784,1,5792.00,252.91,-186.16,0,0.000,0.138,-0.171,0,[Fe/H],4.44,0.08,-0.15,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1073,Gaia DR2 2052069201482198784,1,5509.00,82.00,-74.00,0,0.160,0.150,-0.150,0,[Fe/H],4.31,0.16,-0.10,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2021-12-05,2022-02;
Kepler-1074,Gaia DR2 2107240324132394496,1,4002.00,33.45,-33.56,0,-0.060,0.080,-0.090,0,[Fe/H],4.70,0.01,-0.01,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1075,Gaia DR2 2130861785267379456,1,3959.00,39.29,-38.69,0,-0.170,0.111,-0.105,0,[Fe/H],4.72,0.02,-0.02,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1076,Gaia DR2 2133011635437118464,1,4868.00,38.24,-45.61,0,-0.010,0.101,-0.111,0,[Fe/H],4.60,0.01,-0.02,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1077,Gaia DR2 2101930164010053120,1,5816.00,99.93,-113.54,0,0.030,0.126,-0.160,0,[Fe/H],4.43,0.07,-0.16,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1078,Gaia DR2 2077837390345483904,1,5612.00,100.22,-123.53,0,-0.010,0.142,-0.186,0,[Fe/H],4.49,0.06,-0.12,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1079,,1,5758.00,90.64,-84.62,0,0.210,0.098,-0.128,0,[Fe/H],4.21,0.14,-0.12,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-108,Gaia DR2 2080062630075994624,1,5854.00,92.00,-92.00,0,,,,,,3.90,0.08,-0.08,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2014-03;
Kepler-108,Gaia DR2 2080062630075994624,1,5854.00,92.00,-92.00,0,,,,,,3.90,0.08,-0.08,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2014-03;
Kepler-1080,Gaia DR2 2086818579276362624,1,5956.00,70.40,-87.98,0,0.090,0.147,-0.143,0,[Fe/H],4.35,0.10,-0.22,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1081,Gaia DR2 2101476065707700480,1,5345.00,67.90,-84.90,0,0.010,0.141,-0.155,0,[Fe/H],4.54,0.04,-0.09,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1082,Gaia DR2 2133127363335546112,1,5923.00,80.65,-64.28,0,-0.060,0.105,-0.125,0,[Fe/H],4.33,0.11,-0.10,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1083,Gaia DR2 2106904698207543936,1,5049.00,45.47,-46.43,0,-0.020,0.155,-0.166,0,[Fe/H],4.58,0.02,-0.05,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1084,Gaia DR2 2129464546506876928,1,6113.00,63.72,-75.56,0,-0.020,0.083,-0.108,0,[Fe/H],4.27,0.12,-0.13,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1085,Gaia DR2 2130321925058256384,1,6000.00,83.83,-89.90,0,0.080,0.145,-0.158,0,[Fe/H],4.37,0.08,-0.18,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1085,Gaia DR2 2130321925058256384,1,5816.00,122.00,-122.00,0,,,,,,4.39,,,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2020-09-08,2021-07;
Kepler-1086,Gaia DR2 2080018374737161984,1,4350.00,45.98,-34.14,0,0.060,0.094,-0.129,0,[Fe/H],4.65,0.01,-0.02,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1086,Gaia DR2 2080018374737161984,1,4350.00,45.98,-34.14,0,0.060,0.094,-0.129,0,[Fe/H],4.65,0.01,-0.02,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1087,Gaia DR2 2080070975195117312,1,5589.00,122.90,-191.41,0,0.010,0.153,-0.255,0,[Fe/H],4.48,0.06,-0.20,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1088,Gaia DR2 2104727081069413376,1,5975.00,64.37,-58.16,0,0.050,0.082,-0.082,0,[Fe/H],4.40,0.05,-0.06,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1089,Gaia DR2 2129928884010551936,1,3753.00,32.38,-32.55,0,-0.090,0.087,-0.084,0,[Fe/H],4.76,0.03,-0.02,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-109,Gaia DR2 2101175933393051008,1,5952.00,75.00,-75.00,0,-0.080,0.100,-0.100,0,[Fe/H],4.21,0.04,-0.04,0,1.0000,,,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-10-12,2014-02;
Kepler-109,Gaia DR2 2101175933393051008,1,5952.00,75.00,-75.00,0,-0.080,0.100,-0.100,0,[Fe/H],4.21,0.04,-0.04,0,1.0000,,,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-10-12,2014-02;
Kepler-1090,Gaia DR2 2079650828617180288,1,5321.00,147.76,-145.36,0,-0.040,0.149,-0.165,0,[Fe/H],4.55,0.04,-0.07,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1090,Gaia DR2 2079650828617180288,1,5330.00,79.00,-79.00,0,0.180,0.150,-0.100,0,[Fe/H],4.37,0.14,-0.12,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2021-12-05,2022-02;
Kepler-1091,Gaia DR2 2075987599477644672,1,5851.00,286.31,-232.40,0,0.000,0.134,-0.179,0,[Fe/H],4.42,0.09,-0.16,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1092,Gaia DR2 2086320878467532032,1,5862.00,195.01,-156.05,0,-0.090,0.164,-0.195,0,[Fe/H],4.44,0.07,-0.13,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1093,Gaia DR2 2104037962156847744,1,6166.00,147.64,-138.45,0,-0.010,0.132,-0.203,0,[Fe/H],4.33,0.10,-0.20,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1093,Gaia DR2 2104037962156847744,1,6166.00,147.64,-138.45,0,-0.010,0.132,-0.203,0,[Fe/H],4.33,0.10,-0.20,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1094,Gaia DR2 2051937019565051520,1,6112.00,127.39,-187.65,0,0.060,0.135,-0.148,0,[Fe/H],4.33,0.10,-0.23,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1095,Gaia DR2 2077580345142027136,1,5658.00,206.29,-136.10,0,-0.090,0.158,-0.195,0,[Fe/H],4.48,0.06,-0.12,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1096,Gaia DR2 2080058266393766656,1,4306.00,53.07,-39.79,0,-0.100,0.132,-0.098,0,[Fe/H],4.66,0.02,-0.02,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1097,Gaia DR2 2104822188824798848,1,5211.00,77.13,-86.77,0,-0.110,0.170,-0.176,0,[Fe/H],4.57,0.04,-0.06,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1098,Gaia DR2 2078019187720711424,1,5794.00,204.81,-216.42,0,-0.020,0.141,-0.173,0,[Fe/H],4.45,0.07,-0.13,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1099,Gaia DR2 2130969503047357952,1,5837.00,92.89,-82.61,0,-0.020,0.143,-0.177,0,[Fe/H],4.45,0.06,-0.12,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-11,Gaia DR2 2076960598545789824,1,5663.00,55.00,-66.00,0,,,,,,4.37,0.01,-0.02,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2013-06;
Kepler-11,Gaia DR2 2076960598545789824,1,5663.00,55.00,-66.00,0,,,,,,4.37,0.01,-0.02,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2013-06;
Kepler-11,Gaia DR2 2076960598545789824,1,5663.00,55.00,-66.00,0,,,,,,4.37,0.01,-0.02,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2013-06;
Kepler-11,Gaia DR2 2076960598545789824,1,5663.00,55.00,-66.00,0,,,,,,4.37,0.01,-0.02,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2013-06;
Kepler-11,Gaia DR2 2076960598545789824,1,5663.00,55.00,-66.00,0,,,,,,4.37,0.01,-0.02,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2013-06;
Kepler-11,Gaia DR2 2076960598545789824,1,5663.00,55.00,-66.00,0,,,,,,4.37,0.01,-0.02,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2013-06;
Kepler-110,Gaia DR2 2128925579652377472,1,5960.00,153.00,-153.00,0,,,,,,4.33,0.15,-0.15,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2014-03;
Kepler-110,Gaia DR2 2128925579652377472,1,5960.00,153.00,-153.00,0,,,,,,4.33,0.15,-0.15,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2014-03;
Kepler-1100,Gaia DR2 2126163675162475136,1,6247.00,128.56,-164.45,0,0.050,0.135,-0.144,0,[Fe/H],4.26,0.12,-0.26,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1101,Gaia DR2 2080048680026646912,1,5614.00,130.34,-168.73,0,-0.040,0.150,-0.178,0,[Fe/H],4.50,0.05,-0.12,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1102,Gaia DR2 2119646801021958272,1,5724.00,76.50,-71.34,0,-0.080,0.162,-0.204,0,[Fe/H],4.48,0.06,-0.12,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1103,Gaia DR2 2132808608042844160,1,6092.00,106.14,-106.64,0,-0.010,0.136,-0.183,0,[Fe/H],4.36,0.09,-0.17,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1104,Gaia DR2 2135002576119495936,1,6417.00,90.52,-84.06,0,0.130,0.097,-0.099,0,[Fe/H],4.25,0.06,-0.07,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1105,Gaia DR2 2116733198288204288,1,4299.00,41.81,-47.77,0,0.280,0.082,-0.109,0,[Fe/H],4.62,0.02,-0.01,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1106,Gaia DR2 2126198756455621376,1,6104.00,152.44,-185.27,0,0.000,0.125,-0.171,0,[Fe/H],4.35,0.10,-0.19,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1107,Gaia DR2 2052965337812644352,1,5268.00,104.99,-126.81,0,0.010,0.148,-0.162,0,[Fe/H],4.55,0.03,-0.07,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1108,Gaia DR2 2080390353264322944,1,5406.00,149.30,-105.10,0,-0.090,0.158,-0.182,0,[Fe/H],4.54,0.04,-0.08,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1109,Gaia DR2 2052983514114840192,1,5893.00,111.41,-163.52,0,0.040,0.141,-0.147,0,[Fe/H],4.41,0.07,-0.15,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-111,Gaia DR2 2126569051355142656,1,5952.00,74.00,-74.00,0,,,,,,4.38,0.10,-0.10,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2014-03;
Kepler-111,Gaia DR2 2126569051355142656,1,5952.00,74.00,-74.00,0,,,,,,4.38,0.10,-0.10,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2014-03;
Kepler-1110,Gaia DR2 2052691044021500032,1,4781.00,88.04,-77.50,0,-0.160,0.185,-0.188,0,[Fe/H],4.62,0.03,-0.03,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1111,Gaia DR2 2080016106994504704,1,6077.00,143.77,-199.70,0,0.020,0.136,-0.170,0,[Fe/H],4.36,0.09,-0.17,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1112,Gaia DR2 2086586273085111808,1,6496.00,147.03,-147.28,0,0.040,0.125,-0.153,0,[Fe/H],4.19,0.12,-0.24,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1113,Gaia DR2 2101006883479557504,1,5931.00,80.28,-109.50,0,0.180,0.146,-0.157,0,[Fe/H],4.35,0.10,-0.25,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1114,Gaia DR2 2085258750237006208,1,5374.00,87.46,-77.65,0,-0.080,0.108,-0.119,0,[Fe/H],4.55,0.03,-0.04,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1115,Gaia DR2 2076483616656410496,1,8480.00,295.98,-217.88,0,-0.510,0.106,-0.121,0,[Fe/H],4.17,0.09,-0.11,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1116,Gaia DR2 2126166733179219072,1,5641.00,91.87,-133.14,0,0.010,0.139,-0.178,0,[Fe/H],4.48,0.06,-0.16,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1117,Gaia DR2 2129755573491351040,1,5612.00,82.98,-101.57,0,0.030,0.136,-0.152,0,[Fe/H],4.49,0.05,-0.12,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1118,Gaia DR2 2076102635879020928,1,5688.00,303.78,-268.88,0,0.000,0.138,-0.168,0,[Fe/H],4.46,0.08,-0.12,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-1119,Gaia DR2 2078920821617340416,1,6083.00,177.40,-249.75,0,0.030,0.134,-0.167,0,[Fe/H],4.35,0.11,-0.21,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-05-06,2016-05;
Kepler-112,Gaia DR2 2078722600285671936,1,5544.00,148.00,-148.00,0,,,,,,4.51,0.15,-0.15,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2014-03;
