hostname,gaia_id,default_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rowupdate,pl_pubdate;
WASP-45,Gaia DR2 2308834780352875904,1,5150.00,200.00,-200.00,0,-0.030,0.200,-0.200,0,[Fe/H],4.50,0.03,-0.03,0,,,,,,,,,4.55,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-09-20,2019-11;
WASP-46,Gaia DR2 6462994429708755072,1,5600.00,,,0,-0.300,,,0,[Fe/H],4.49,0.01,-0.01,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2015-12-02,2016-02;
WASP-47,Gaia DR2 2613413008919918976,1,5552.00,75.00,-75.00,0,0.380,0.050,-0.050,0,[Fe/H],4.34,0.01,-0.01,0,,,,,32.50,3.90,-3.90,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2022-09-19,2022-05;
WASP-47,Gaia DR2 2613413008919918976,1,5552.00,75.00,-75.00,0,0.380,0.050,-0.050,0,[Fe/H],4.34,0.01,-0.01,0,,,,,32.50,3.90,-3.90,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2022-09-19,2022-05;
WASP-47,Gaia DR2 2613413008919918976,1,5552.00,75.00,-75.00,0,0.380,0.050,-0.050,0,[Fe/H],4.34,0.01,-0.01,0,,,,,32.50,3.90,-3.90,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2022-09-19,2022-05;
WASP-47,Gaia DR2 2613413008919918976,1,5552.00,75.00,-75.00,0,0.380,0.050,-0.050,0,[Fe/H],4.34,0.01,-0.01,0,,,,,32.50,3.90,-3.90,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2022-09-19,2022-05;
WASP-48,Gaia DR2 2141754578242371584,1,5920.00,150.00,-150.00,0,-0.120,,,0,[Fe/H],4.03,0.03,-0.03,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-49,Gaia DR2 2991284369063612928,1,5600.00,150.00,-150.00,0,-0.230,,,0,[Fe/H],4.50,0.10,-0.10,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-5,Gaia DR2 6533307957785865856,1,5700.00,100.00,-100.00,0,0.090,0.090,-0.090,0,[Fe/H],4.39,0.04,-0.04,0,3.5000,1.0000,-1.0000,0,,,,,20.01,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-10-29,2009-03;
WASP-50,Gaia DR2 5160557726183065984,1,5400.00,100.00,-100.00,0,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-07-08,2019-07;
WASP-52,Gaia DR2 2666015878575546496,1,5000.00,100.00,-100.00,0,0.030,0.120,-0.120,0,[Fe/H],4.58,0.01,-0.01,0,3.6000,0.9000,-0.9000,0,,,,,-1.04,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2013-01;
WASP-53,Gaia DR2 5136559128264765184,1,4953.00,60.00,-60.00,0,0.220,0.110,-0.110,0,[Fe/H],4.55,0.02,-0.02,0,0.8600,0.2100,-0.2100,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2017-01-31,2017-05;
WASP-53,Gaia DR2 5136559128264765184,1,4953.00,60.00,-60.00,0,0.220,0.110,-0.110,0,[Fe/H],4.55,0.02,-0.02,0,0.8600,0.2100,-0.2100,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2017-01-31,2017-05;
WASP-54,Gaia DR2 3661983850663908608,1,6100.00,100.00,-100.00,0,-0.270,,,0,[Fe/H],4.00,0.03,-0.03,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-55,Gaia DR2 3603529272750802560,1,5900.00,100.00,-100.00,0,-0.200,,,0,[Fe/H],4.30,0.10,-0.10,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-56,Gaia DR2 4001613814138156416,1,5600.00,100.00,-100.00,0,0.120,,,0,[Fe/H],4.50,,,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-57,Gaia DR2 6340377202215639936,1,5600.00,100.00,-100.00,0,-0.250,0.100,-0.100,0,[Fe/H],4.45,0.03,-0.03,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2015-10-07,2015-12;
WASP-58,Gaia DR2 2115245554756763392,1,5800.00,150.00,-150.00,0,-0.450,,,0,[Fe/H],4.27,0.09,-0.09,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-59,Gaia DR2 2841043011433969152,1,4650.00,150.00,-150.00,0,-0.150,0.110,-0.110,0,[Fe/H],4.72,0.06,-0.06,0,2.3000,1.2000,-1.2000,0,,,,,-56.80,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2013-01;
WASP-6,Gaia DR2 2385171398768647552,1,5450.00,100.00,-100.00,0,-0.200,,,0,[Fe/H],4.60,0.20,-0.20,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-09-04,2017-03;
WASP-60,Gaia DR2 2868528637464028160,1,5900.00,100.00,-100.00,0,-0.040,,,0,[Fe/H],4.20,0.10,-0.10,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-61,Gaia DR2 2959177048983750016,1,6250.00,150.00,-150.00,0,-0.100,,,0,[Fe/H],4.26,0.01,-0.01,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-62,Gaia DR2 4756649415309914240,1,6230.00,80.00,-80.00,0,0.040,,,0,[Fe/H],4.45,0.10,-0.10,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-63,Gaia DR2 5574766468155514752,1,5550.00,100.00,-100.00,0,0.080,,,0,[Fe/H],4.01,0.03,-0.03,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-64,Gaia DR2 5583523425437258240,1,5400.00,100.00,-100.00,0,-0.080,0.110,-0.110,0,[Fe/H],4.39,0.02,-0.02,0,3.4000,0.8000,-0.8000,0,,,,,33.19,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2013-04;
WASP-65,Gaia DR2 596931979481073152,1,5600.00,100.00,-100.00,0,-0.070,0.070,-0.070,0,[Fe/H],4.40,0.02,-0.02,0,3.6000,0.5000,-0.5000,0,,,,,-3.19,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2013-11;
WASP-66,Gaia DR2 5444147952811517696,1,6600.00,150.00,-150.00,0,-0.310,,,0,[Fe/H],4.30,0.20,-0.20,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-67,Gaia DR2 6868476691490044672,1,5200.00,100.00,-100.00,0,-0.070,,,0,[Fe/H],4.35,0.15,-0.15,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-68,Gaia DR2 6860535606196306304,1,5910.00,60.00,-60.00,0,0.220,,,0,[Fe/H],4.17,0.11,-0.11,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-69,Gaia DR2 6910753016653587840,1,4700.00,50.00,-50.00,0,0.150,,,0,[Fe/H],4.50,0.15,-0.15,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-7,Gaia DR2 6681720724498802176,1,6400.00,100.00,-100.00,0,0.000,0.100,-0.100,0,[Fe/H],4.23,0.05,-0.05,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-05-14,2011-03;
WASP-70 A,Gaia DR2 6888469489370835840,1,5763.00,79.00,-79.00,0,-0.006,0.063,-0.063,0,[Fe/H],4.31,0.05,-0.04,0,1.8000,0.4000,-0.4000,0,,,,,-65.39,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-10-15,2014-12;
WASP-71,Gaia DR2 2507901914613005056,1,6050.00,100.00,-100.00,0,0.150,,,0,[Fe/H],3.90,0.05,-0.05,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-72,Gaia DR2 5065640460769428224,1,6250.00,100.00,-100.00,0,-0.060,,,0,[Fe/H],4.09,0.05,-0.05,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-73,Gaia DR2 6453566701615683456,1,6030.00,120.00,-120.00,0,0.140,,,0,[Fe/H],3.93,0.05,-0.05,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-74,Gaia DR2 4224062406762625152,1,5990.00,110.00,-110.00,0,0.390,,,0,[Fe/H],4.39,0.07,-0.07,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-75,Gaia DR2 2605161444735454464,1,6100.00,100.00,-100.00,0,0.070,0.090,-0.090,0,[Fe/H],4.29,0.02,-0.02,0,4.3000,0.8000,-0.8000,0,,,,,2.26,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2013-11;
WASP-76,Gaia DR2 2512326349403275520,1,6250.00,100.00,-100.00,0,0.230,0.100,-0.100,0,[Fe/H],4.13,0.01,-0.01,0,3.3000,0.6000,-0.6000,0,,,,,-1.07,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-01-20,2016-01;
WASP-77 A,Gaia DR2 5178405479960844160,1,5617.00,72.00,-72.00,0,-0.100,0.100,-0.110,0,[Fe/H],4.48,0.01,-0.01,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2022-01-31,2020-04;
WASP-78,Gaia DR2 5089851638095503616,1,6100.00,150.00,-150.00,0,-0.350,,,0,[Fe/H],4.10,0.20,-0.20,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-79,Gaia DR2 4884779765893739904,1,6600.00,100.00,-100.00,0,0.030,,,0,[Fe/H],4.20,0.15,-0.15,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-8,Gaia DR2 2312679845530628096,1,5600.00,80.00,-80.00,0,0.170,,,0,[Fe/H],4.50,0.10,-0.10,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-10-24,2017-03;
WASP-8,Gaia DR2 2312679845530628096,1,,,,,0.170,0.070,-0.070,0,[Fe/H],,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2014-04;
WASP-80,Gaia DR2 4223507222112425344,1,4143.00,92.00,-94.00,0,-0.130,0.150,-0.170,0,[Fe/H],4.66,0.01,-0.02,0,1.2700,0.1400,-0.1700,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2015-04-16,2015-07;
WASP-81,Gaia DR2 4244243354278985472,1,5870.00,120.00,-120.00,0,-0.360,0.140,-0.140,0,[Fe/H],4.26,0.02,-0.03,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2017-01-31,2017-05;
WASP-82,Gaia DR2 3231856379348299008,1,6480.00,90.00,-90.00,0,0.120,,,0,[Fe/H],3.96,0.03,-0.03,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-83,Gaia DR2 3515865416826633984,1,5510.00,110.00,-110.00,0,0.290,0.120,-0.120,0,[Fe/H],4.44,0.02,-0.04,0,0.5000,,,1,,,,,31.55,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2015-07-08,2015-07;
WASP-84,Gaia DR2 3078836109158636928,1,5314.00,88.00,-88.00,0,0.000,0.100,-0.100,0,[Fe/H],4.40,0.10,-0.10,0,4.1000,0.3000,-0.3000,0,,,,,-11.58,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2021-02-05,2014-12;
WASP-85 A,Gaia DR2 3909745223886018432,1,6112.00,27.00,-27.00,0,,,,,,,,,,,,,,15.10,0.60,-0.60,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-12-02,2016-06;
WASP-87,Gaia DR2 6077185317188247936,1,6450.00,120.00,-120.00,0,,,,,,,,,,9.9000,0.6000,-0.6000,0,,,,,-14.18,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-06-24,2016-05;
WASP-88,Gaia DR2 6482103014085857024,1,6430.00,130.00,-130.00,0,-0.080,,,0,[Fe/H],3.96,0.04,-0.04,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-89,Gaia DR2 6857756246957592320,1,5130.00,90.00,-90.00,0,0.150,0.140,-0.140,0,[Fe/H],4.51,0.02,-0.02,0,2.5000,0.9000,-0.9000,0,,,,,21.09,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2015-07-08,2015-07;
WASP-90,Gaia DR2 1737061349198867456,1,6430.00,130.00,-130.00,0,0.110,0.140,-0.140,0,[Fe/H],4.03,0.03,-0.03,0,6.0000,0.5000,-0.5000,0,,,,,4.36,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-01-20,2016-01;
WASP-91,Gaia DR2 6386751579018596864,1,4920.00,80.00,-80.00,0,0.190,0.130,-0.130,0,[Fe/H],4.30,0.20,-0.20,0,2.4000,0.4000,-0.4000,0,,,,,2.78,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2017-08-14,2017-08;
WASP-92,Gaia DR2 1424011082893734272,1,6280.00,120.00,-120.00,0,0.000,0.140,-0.140,0,[Fe/H],4.26,0.03,-0.03,0,5.7300,1.1500,-1.1500,0,10.07,2.58,-2.58,0,-29.17,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-09-06,2016-12;
WASP-93,Gaia DR2 415703635408772480,1,6700.00,100.00,-100.00,0,0.070,0.170,-0.170,0,[Fe/H],4.20,0.02,-0.02,0,37.0000,3.0000,-3.0000,0,1.45,0.40,-0.40,0,-2.79,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-09-06,2016-12;
WASP-94 A,Gaia DR2 6780546169633475456,1,6170.00,80.00,-80.00,0,0.260,,,0,[Fe/H],4.27,0.07,-0.07,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-94 B,Gaia DR2 6780546169633474944,1,6040.00,90.00,-90.00,0,0.230,0.140,-0.140,0,[Fe/H],4.26,0.06,-0.06,0,1.5000,,,1,,,,,-8.74,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-10-03,2014-12;
WASP-95,Gaia DR2 6518399301667782016,1,5830.00,140.00,-140.00,0,0.140,,,0,[Fe/H],4.36,0.07,-0.07,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-96,Gaia DR2 4990044668377961984,1,5540.00,140.00,-140.00,0,0.140,0.190,-0.190,0,[Fe/H],4.42,0.02,-0.02,0,1.5000,1.3000,-1.3000,0,,,,,-1.23,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2014-05;
WASP-97,Gaia DR2 4911563216311083392,1,5640.00,100.00,-100.00,0,0.230,,,0,[Fe/H],4.45,0.08,-0.08,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WASP-98,Gaia DR2 4859136199796131200,1,5473.00,121.00,-121.00,0,-0.490,0.100,-0.100,0,[Fe/H],4.61,0.01,-0.01,0,0.9900,1.0800,-1.0800,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2016-08-04,2016-09;
WASP-99,Gaia DR2 4745660479479743488,1,6150.00,100.00,-100.00,0,0.210,,,0,[Fe/H],4.30,0.10,-0.10,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
WD 0806-661,Gaia DR2 5274517467840296832,1,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2022-04-12,2011-05;
WD 1856+534,Gaia DR2 2146576589564898688,1,4710.00,60.00,-60.00,0,,,,,,7.92,0.03,-0.03,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2020-12-10,2020-09;
WISEP J121756.91+162640.2 A,,1,575.00,25.00,-25.00,0,,,,,,5.00,0.10,-0.10,0,,,,,,,,,,,,,<a refstr=BOUVIER_AND_APPENZELLER_1992 href=https://ui.adsabs.harvard.edu/abs/1992A%26AS...92..481B/abstract target=ref> Bouvier and Appenzeller 1992 </a>,2014-05-14,2014-01;
WTS-1,Gaia DR2 2048464796206336896,1,6250.00,200.00,-200.00,0,-0.500,0.500,-0.500,0,[Fe/H],4.40,0.10,-0.10,0,7.0000,2.0000,-2.0000,0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2014-05-14,2012-12;
WTS-2,Gaia DR2 2048563889694771200,1,5000.00,250.00,-250.00,0,0.200,0.300,-0.200,0,[Fe/H],4.60,0.02,-0.02,0,2.2000,1.0000,-1.0000,0,,,,,-20.03,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2015-04-24,2014-05;
Wendelstein-1,Gaia DR2 1820530778750452096,1,4251.00,175.00,-175.00,0,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2020-07-02,2020-07;
Wendelstein-2,Gaia DR2 1820764455009323392,1,4591.00,195.00,-195.00,0,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2020-07-02,2020-07;
Wolf 1061,Gaia DR2 4330690742322011520,1,3342.00,49.00,-49.00,0,-0.090,0.090,-0.090,0,[Fe/H],,,,,,,,,95.00,,,0,-21.04,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2017-03-29,2017-06;
Wolf 1061,Gaia DR2 4330690742322011520,1,3342.00,49.00,-49.00,0,-0.090,0.090,-0.090,0,[Fe/H],,,,,,,,,95.00,,,0,-21.04,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2017-03-29,2017-06;
Wolf 1061,Gaia DR2 4330690742322011520,1,3342.00,49.00,-49.00,0,-0.090,0.090,-0.090,0,[Fe/H],,,,,,,,,95.00,,,0,-21.04,0.00,0.00,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2017-03-29,2017-06;
Wolf 1069,Gaia DR2 2188318517720321664,1,3158.00,54.00,-54.00,0,0.070,0.190,-0.190,0,[Fe/H],4.93,0.06,-0.06,0,2.0000,,,1,160.00,10.00,-10.00,0,-60.05,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2023-02-25,2023-02;
Wolf 503,Gaia DR2 3620325206217720320,1,4716.00,60.00,-60.00,0,-0.470,0.080,-0.080,0,[Fe/H],4.62,0.02,-0.01,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2022-05-23,2021-12;
XO-1,Gaia DR2 1316708918505350528,1,5750.00,75.00,-75.00,0,0.020,,,0,[Fe/H],4.51,0.02,-0.02,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-04-25,2017-03;
XO-2 N,Gaia DR2 934346809278715776,1,,,,,,,,,,4.43,0.01,-0.01,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2019-02-11,2012-12;
XO-2 S,Gaia DR2 934346740559239296,1,5399.00,55.00,-55.00,0,0.390,,,0,[Fe/H],4.43,0.08,-0.08,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2018-09-04,2017-03;
